"CV Name","Method","Success","Processing Time (ms)","Time Per Publication (ms)","Total Publications","Verified Publications","Verified With Author Match","Link Provision Rate","Citation Count Availability","Metadata Richness","Input Tokens","Output Tokens","Total Tokens","API Calls","Error"
"Creating-Your-Academic-CV-14-16","ChatGPT AI","true","7769.74","1942.44","4","","","1.000","0.000","0.400","1400","600","2000","1",""
"Creating-Your-Academic-CV-14-16","Grok AI","true","21423.68","2677.96","8","1","1","1.000","0.000","0.400","2800","1200","4000","2",""
"Creating-Your-Academic-CV-17-19","Traditional","true","7807.39","1561.48","5","","","1.000","0.000","0.400","900","600","1500","10",""
"Creating-Your-Academic-CV-17-19","Gemini AI","true","29624.27","","","","","0.000","0.000","0.000","","","","",""
"Creating-Your-Academic-CV-17-19","Claude AI","true","15836.07","3167.21","5","","","1.000","0.000","0.400","1750","750","2500","1",""
"Creating-Your-Academic-CV-17-19","ChatGPT AI","true","8168.57","1633.71","5","","","1.000","0.000","0.400","1750","750","2500","1",""
"Creating-Your-Academic-CV-17-19","Grok AI","true","20175.14","4035.03","5","","","1.000","0.000","0.400","1750","750","2500","1",""
"Creating-Your-Academic-CV-6-10","Traditional","true","3454.76","3454.76","1","","","1.000","0.000","0.400","180","120","300","2",""
"Creating-Your-Academic-CV-6-10","Gemini AI","true","4311.94","431.19","10","1","","1.000","0.000","0.400","3500","1500","5000","2",""
"Creating-Your-Academic-CV-6-10","Claude AI","true","10035.99","3345.33","3","","","1.000","0.000","0.400","1050","450","1500","1",""
"Creating-Your-Academic-CV-6-10","ChatGPT AI","true","5353.55","1784.52","3","","","1.000","0.000","0.400","1050","450","1500","1",""
"Creating-Your-Academic-CV-6-10","Grok AI","true","22549.47","2254.95","10","1","","1.000","0.000","0.400","3500","1500","5000","2",""
"curriculum_vitae","Traditional","true","1676.50","","","","","0.000","0.000","0.000","","","","",""
"curriculum_vitae","Gemini AI","true","2271.58","757.19","3","","","1.000","0.000","0.400","1050","450","1500","1",""
"curriculum_vitae","Claude AI","true","3782.19","","","","","0.000","0.000","0.000","","","","",""
"curriculum_vitae","ChatGPT AI","true","1661.66","","","","","0.000","0.000","0.000","","","","",""
"curriculum_vitae","Grok AI","true","22321.11","7440.37","3","","","1.000","0.000","0.400","1050","450","1500","1",""
"cv","Traditional","true","86959.48","1402.57","62","39","38","1.000","0.000","0.400","11160","7440","18600","124",""
"cv","Gemini AI","true","101910.98","445.03","229","110","58","1.000","0.000","0.400","80150","34350","114500","46",""
"cv","Claude AI","true","296619.84","3707.75","80","61","58","1.000","0.000","0.400","28000","12000","40000","16",""
"cv","ChatGPT AI","false","300006.24","","","","","","","","","","","","Timeout"
"cv","Grok AI","true","189960.04","1958.35","97","95","88","1.000","0.000","0.400","33950","14550","48500","20",""
"d","Traditional","true","3283.52","3283.52","1","","","1.000","0.000","0.400","180","120","300","2",""
"d","Gemini AI","true","2579.17","2579.17","1","1","1","1.000","0.000","0.400","350","150","500","1",""
"d","Claude AI","true","9972.15","2493.04","4","","","1.000","0.000","0.400","1400","600","2000","1",""
"d","ChatGPT AI","true","4869.35","4869.35","1","1","","1.000","0.000","0.400","350","150","500","1",""
"d","Grok AI","true","30636.67","7659.17","4","","","1.000","0.000","0.400","1400","600","2000","1",""
"DanielAdams","Traditional","true","4536.95","2268.47","2","","","1.000","0.000","0.400","360","240","600","4",""
"DanielAdams","Gemini AI","true","3219.93","804.98","4","1","","1.000","0.000","0.400","1400","600","2000","1",""
"DanielAdams","Claude AI","true","8443.33","4221.67","2","","","1.000","0.000","0.400","700","300","1000","1",""
"DanielAdams","ChatGPT AI","true","3901.37","1950.68","2","","","1.000","0.000","0.400","700","300","1000","1",""
"DanielAdams","Grok AI","true","11460.49","2865.12","4","","","1.000","0.000","0.400","1400","600","2000","1",""
"davidking","Traditional","true","41992.76","1615.11","26","16","13","1.000","0.000","0.400","4680","3120","7800","52",""
"davidking","Gemini AI","true","41580.83","381.48","109","67","55","1.000","0.000","0.400","38150","16350","54500","22",""
"davidking","Claude AI","true","286433.31","2702.20","106","31","31","1.000","0.000","0.400","37100","15900","53000","22",""
"davidking","ChatGPT AI","true","279036.41","2632.42","106","43","30","1.000","0.000","0.400","37100","15900","53000","22",""
"davidking","Grok AI","true","124952.22","1542.62","81","45","45","1.000","0.000","0.400","28350","12150","40500","17",""
"deborahhugheshallett","Traditional","true","45253.02","1257.03","36","12","5","1.000","0.000","0.400","6480","4320","10800","72",""
"deborahhugheshallett","Gemini AI","true","31614.44","","","","","0.000","0.000","0.000","","","","",""
"deborahhugheshallett","Claude AI","true","69819.98","1939.44","36","23","23","1.000","0.000","0.400","12600","5400","18000","8",""
"deborahhugheshallett","ChatGPT AI","true","55897.45","1552.71","36","18","18","1.000","0.000","0.400","12600","5400","18000","8",""
"deborahhugheshallett","Grok AI","true","50409.97","1482.65","34","34","34","1.000","0.000","0.400","11900","5100","17000","7",""
"desmondang","Traditional","true","15910.04","2272.86","7","6","6","1.000","0.000","0.400","1260","840","2100","14",""
"desmondang","Gemini AI","true","8974.54","690.35","13","8","8","1.000","0.000","0.400","4550","1950","6500","3",""
"desmondang","Claude AI","true","34413.67","2647.21","13","9","9","1.000","0.000","0.400","4550","1950","6500","3",""
"desmondang","ChatGPT AI","true","16618.50","1846.50","9","6","6","1.000","0.000","0.400","3150","1350","4500","2",""
"desmondang","Grok AI","true","37255.71","2865.82","13","11","11","1.000","0.000","0.400","4550","1950","6500","3",""
"ed9d7a441d97f0c71e672dabbf04cf06","Traditional","true","13007.63","1858.23","7","4","4","1.000","0.000","0.400","1260","840","2100","14",""
"ed9d7a441d97f0c71e672dabbf04cf06","Gemini AI","true","8892.82","1270.40","7","7","7","1.000","0.000","0.400","2450","1050","3500","2",""
"ed9d7a441d97f0c71e672dabbf04cf06","Claude AI","true","26782.13","3826.02","7","7","7","1.000","0.000","0.400","2450","1050","3500","2",""
"ed9d7a441d97f0c71e672dabbf04cf06","ChatGPT AI","true","28779.46","4111.35","7","7","7","1.000","0.000","0.400","2450","1050","3500","2",""
"ed9d7a441d97f0c71e672dabbf04cf06","Grok AI","true","26969.40","3852.77","7","7","7","1.000","0.000","0.400","2450","1050","3500","2",""
"efefef","Traditional","true","5086.02","2543.01","2","1","1","1.000","0.000","0.400","360","240","600","4",""
"efefef","Gemini AI","true","6928.15","769.79","9","1","1","1.000","0.000","0.400","3150","1350","4500","2",""
"efefef","Claude AI","true","10760.09","3586.70","3","1","1","1.000","0.000","0.400","1050","450","1500","1",""
"efefef","ChatGPT AI","true","6103.54","2034.51","3","","","1.000","0.000","0.400","1050","450","1500","1",""
"efefef","Grok AI","true","14702.61","4900.87","3","1","1","1.000","0.000","0.400","1050","450","1500","1",""
"elianalaferrara","Traditional","true","70670.65","1239.84","57","43","40","1.000","0.000","0.400","10260","6840","17100","114",""
"elianalaferrara","Gemini AI","true","29616.27","519.58","57","49","49","1.000","0.000","0.400","19950","8550","28500","12",""
"elianalaferrara","Claude AI","true","154227.41","2487.54","62","51","51","1.000","0.000","0.400","21700","9300","31000","13",""
"elianalaferrara","ChatGPT AI","true","215675.36","3478.63","62","42","42","1.000","0.000","0.400","21700","9300","31000","13",""
"elianalaferrara","Grok AI","true","95294.33","2324.25","41","39","39","1.000","0.000","0.400","14349.999999999998","6150","20500","9",""
"ELLEN R. JOSEPH","Traditional","true","9259.40","1543.23","6","5","","1.000","0.000","0.400","1080","720","1800","12",""
"ELLEN R. JOSEPH","Gemini AI","true","7278.41","1213.07","6","5","5","1.000","0.000","0.400","2100","900","3000","2",""
"ELLEN R. JOSEPH","Claude AI","true","14357.65","2392.94","6","","","1.000","0.000","0.400","2100","900","3000","2",""
"ELLEN R. JOSEPH","ChatGPT AI","true","15147.05","2524.51","6","","","1.000","0.000","0.400","2100","900","3000","2",""
"ELLEN R. JOSEPH","Grok AI","true","20687.22","3447.87","6","6","6","1.000","0.000","0.400","2100","900","3000","2",""
"engineering-cv-edited","Traditional","true","4031.17","2015.59","2","","","1.000","0.000","0.400","360","240","600","4",""
"engineering-cv-edited","Gemini AI","true","4606.20","2303.10","2","2","2","1.000","0.000","0.400","700","300","1000","1",""
"engineering-cv-edited","Claude AI","true","8330.43","4165.22","2","","","1.000","0.000","0.400","700","300","1000","1",""
"engineering-cv-edited","ChatGPT AI","true","10065.43","5032.72","2","","","1.000","0.000","0.400","700","300","1000","1",""
"engineering-cv-edited","Grok AI","true","9112.89","4556.44","2","","","1.000","0.000","0.400","700","300","1000","1",""
"english-professor-resume-example","Traditional","true","4323.09","","","","","0.000","0.000","0.000","","","","",""
"english-professor-resume-example","Gemini AI","true","4812.63","4812.63","1","","","1.000","0.000","0.400","350","150","500","1",""
"english-professor-resume-example","Claude AI","true","8840.46","8840.46","1","","","1.000","0.000","0.400","350","150","500","1",""
"english-professor-resume-example","ChatGPT AI","true","5363.51","5363.51","1","","","1.000","0.000","0.400","350","150","500","1",""
"english-professor-resume-example","Grok AI","true","16541.83","","","","","0.000","0.000","0.000","","","","",""
"ericachenoweth","Traditional","true","50958.36","3184.90","16","4","3","1.000","0.000","0.400","2880","1920","4800","32",""
"ericachenoweth","Gemini AI","true","78352.54","","","","","0.000","0.000","0.000","","","","",""
"ericachenoweth","Claude AI","false","300003.52","","","","","","","","","","","","Timeout"
"ericachenoweth","ChatGPT AI","false","300003.17","","","","","","","","","","","","Timeout"
"ericachenoweth","Grok AI","true","286547.91","3331.95","86","62","57","1.000","0.000","0.400","30099.999999999996","12900","43000","18",""
"hannahbowles","Traditional","true","146573.18","1252.76","117","31","28","1.000","0.000","0.400","21060","14040","35100","234",""
"hannahbowles","Gemini AI","true","86502.31","460.12","188","70","56","1.000","0.000","0.400","65800","28200","94000","38",""
"hannahbowles","Claude AI","false","300006.77","","","","","","","","","","","","Timeout"
"hannahbowles","ChatGPT AI","true","222420.08","1853.50","120","71","59","1.000","0.000","0.400","42000","18000","60000","24",""
"hannahbowles","Grok AI","true","264394.36","2081.85","127","105","81","1.000","0.000","0.400","44450","19050","63500","26",""
"irisbohnet","Traditional","true","12528.47","6264.23","2","","","1.000","0.000","0.400","360","240","600","4",""
"irisbohnet","Gemini AI","true","33635.11","","","","","0.000","0.000","0.000","","","","",""
"irisbohnet","Claude AI","true","194456.77","97228.38","2","","","1.000","0.000","0.400","700","300","1000","1",""
"irisbohnet","ChatGPT AI","false","300005.14","","","","","","","","","","","","Timeout"
"irisbohnet","Grok AI","true","61257.28","1038.26","59","55","55","1.000","0.000","0.400","20650","8850","29500","12",""
"jacquelinebhabha","Traditional","true","119731.75","1345.30","89","18","8","1.000","0.000","0.400","16020","10680","26700","178",""
"jacquelinebhabha","Gemini AI","true","30942.61","","","","","0.000","0.000","0.000","","","","",""
"jacquelinebhabha","Claude AI","false","300015.25","","","","","","","","","","","","Timeout"
"jacquelinebhabha","ChatGPT AI","false","300004.37","","","","","","","","","","","","Timeout"
"jacquelinebhabha","Grok AI","true","114040.95","838.54","136","112","112","1.000","0.000","0.400","47600","20400","68000","28",""
"jamescarras","Traditional","true","8411.44","1401.91","6","","","1.000","0.000","0.400","1080","720","1800","12",""
"jamescarras","Gemini AI","true","28385.45","378.47","75","","","1.000","0.000","0.400","26250","11250","37500","15",""
"jamescarras","Claude AI","true","34903.88","2493.13","14","","","1.000","0.000","0.400","4900","2100","7000","3",""
"jamescarras","ChatGPT AI","true","42933.75","3066.70","14","5","5","1.000","0.000","0.400","4900","2100","7000","3",""
"jamescarras","Grok AI","true","19032.38","1359.46","14","7","7","1.000","0.000","0.400","4900","2100","7000","3",""
"Jason_Priem_CV","Traditional","true","11095.04","1585.01","7","3","3","1.000","0.000","0.400","1260","840","2100","14",""
"Jason_Priem_CV","Gemini AI","true","5590.60","798.66","7","7","7","1.000","0.000","0.400","2450","1050","3500","2",""
"Jason_Priem_CV","Claude AI","true","20385.51","2912.22","7","4","4","1.000","0.000","0.400","2450","1050","3500","2",""
"Jason_Priem_CV","ChatGPT AI","true","10733.78","1533.40","7","5","5","1.000","0.000","0.400","2450","1050","3500","2",""
"Jason_Priem_CV","Grok AI","true","17872.98","2553.28","7","7","7","1.000","0.000","0.400","2450","1050","3500","2",""
"jenniferhochschild","Traditional","true","71235.47","1737.45","41","17","12","1.000","0.000","0.400","7380","4920","12300","82",""
"jenniferhochschild","Gemini AI","true","9799.71","","","","","0.000","0.000","0.000","","","","",""
"jenniferhochschild","Claude AI","false","300010.41","","","","","","","","","","","","Timeout"
"jenniferhochschild","ChatGPT AI","false","300001.93","","","","","","","","","","","","Timeout"
"jenniferhochschild","Grok AI","true","252481.29","2019.85","125","107","107","1.000","0.000","0.400","43750","18750","62500","25",""
"Jennifer_Kyle_CV","Traditional","true","14341.03","1593.45","9","3","3","1.000","0.000","0.400","1620","1080","2700","18",""
"Jennifer_Kyle_CV","Gemini AI","true","7177.21","797.47","9","3","3","1.000","0.000","0.400","3150","1350","4500","2",""
"Jennifer_Kyle_CV","Claude AI","true","87466.20","9718.47","9","3","3","1.000","0.000","0.400","3150","1350","4500","2",""
"Jennifer_Kyle_CV","ChatGPT AI","true","16460.58","1828.95","9","3","3","1.000","0.000","0.400","3150","1350","4500","2",""
"Jennifer_Kyle_CV","Grok AI","true","23759.23","2639.91","9","3","3","1.000","0.000","0.400","3150","1350","4500","2",""
"Jian_Wu_CV","Traditional","true","11471.26","1638.75","7","2","2","1.000","0.000","0.400","1260","840","2100","14",""
"Jian_Wu_CV","Gemini AI","true","6464.39","923.48","7","4","4","1.000","0.000","0.400","2450","1050","3500","2",""
"Jian_Wu_CV","Claude AI","true","24761.85","3537.41","7","1","1","1.000","0.000","0.400","2450","1050","3500","2",""
"Jian_Wu_CV","ChatGPT AI","true","9849.38","1407.05","7","2","2","1.000","0.000","0.400","2450","1050","3500","2",""
"Jian_Wu_CV","Grok AI","true","20286.94","2898.13","7","5","5","1.000","0.000","0.400","2450","1050","3500","2",""
"jiebai","Traditional","true","10727.62","2681.90","4","2","2","1.000","0.000","0.400","720","480","1200","8",""
"jiebai","Gemini AI","true","34153.59","307.69","111","95","95","1.000","0.000","0.400","38850","16650","55500","23",""
"jiebai","Claude AI","true","72150.77","3435.75","21","10","10","1.000","0.000","0.400","7349.999999999999","3150","10500","5",""
"jiebai","ChatGPT AI","true","34773.90","1655.90","21","10","10","1.000","0.000","0.400","7349.999999999999","3150","10500","5",""
"jiebai","Grok AI","true","46549.12","2216.62","21","10","10","1.000","0.000","0.400","7349.999999999999","3150","10500","5",""
"johnholdren","Traditional","true","71383.88","1189.73","60","26","","1.000","0.000","0.400","10800","7200","18000","120",""
"johnholdren","Gemini AI","true","29040.98","433.45","67","58","57","1.000","0.000","0.400","23450","10050","33500","14",""
"johnholdren","Claude AI","true","140872.98","2347.88","60","60","60","1.000","0.000","0.400","21000","9000","30000","12",""
"johnholdren","ChatGPT AI","true","248064.96","3876.02","64","60","60","1.000","0.000","0.400","22400","9600","32000","13",""
"johnholdren","Grok AI","true","58580.47","976.34","60","60","59","1.000","0.000","0.400","21000","9000","30000","12",""
"josephaldy","Traditional","true","971.26","","","","","0.000","0.000","0.000","","","","",""
"josephaldy","Gemini AI","true","946.90","","","","","0.000","0.000","0.000","","","","",""
"josephaldy","Claude AI","true","122549.26","535.15","229","195","195","1.000","0.000","0.400","80150","34350","114500","46",""
"josephaldy","ChatGPT AI","true","99102.23","338.23","293","225","185","1.000","0.000","0.400","102550","43950","146500","59",""
"josephaldy","Grok AI","false","300004.86","","","","","","","","","","","","Timeout"
"josephkalt","Traditional","true","84674.84","1388.11","61","4","3","1.000","0.000","0.400","10980","7320","18300","122",""
"josephkalt","Gemini AI","true","30074.28","","","","","0.000","0.000","0.000","","","","",""
"josephkalt","Claude AI","true","207460.40","","","","","0.000","0.000","0.000","","","","",""
"josephkalt","ChatGPT AI","false","300014.33","","","","","","","","","","","","Timeout"
"josephkalt","Grok AI","true","113988.64","1280.77","89","82","82","1.000","0.000","0.400","31149.999999999996","13350","44500","18",""
"juliebattilana","Traditional","true","137791.54","1391.83","99","32","30","1.000","0.000","0.400","17820","11880","29700","198",""
"juliebattilana","Gemini AI","true","58496.58","","","","","0.000","0.000","0.000","","","","",""
"juliebattilana","Claude AI","false","300002.96","","","","","","","","","","","","Timeout"
"juliebattilana","ChatGPT AI","false","300005.75","","","","","","","","","","","","Timeout"
"juliebattilana","Grok AI","true","174810.25","1197.33","146","141","138","1.000","0.000","0.400","51100","21900","73000","30",""
"Keisha V. Thomas","Traditional","true","6413.53","1603.38","4","2","","1.000","0.000","0.400","720","480","1200","8",""
"Keisha V. Thomas","Gemini AI","true","4910.63","1227.66","4","2","2","1.000","0.000","0.400","1400","600","2000","1",""
"Keisha V. Thomas","Claude AI","true","18654.07","4663.52","4","","","1.000","0.000","0.400","1400","600","2000","1",""
"Keisha V. Thomas","ChatGPT AI","true","9722.64","2430.66","4","","","1.000","0.000","0.400","1400","600","2000","1",""
"Keisha V. Thomas","Grok AI","true","26512.99","6628.25","4","","","1.000","0.000","0.400","1400","600","2000","1",""
"kesselyhong","Traditional","true","7934.46","1983.62","4","1","1","1.000","0.000","0.400","720","480","1200","8",""
"kesselyhong","Gemini AI","true","6611.69","661.17","10","4","4","1.000","0.000","0.400","3500","1500","5000","2",""
"kesselyhong","Claude AI","true","49543.39","4954.34","10","2","2","1.000","0.000","0.400","3500","1500","5000","2",""
"kesselyhong","ChatGPT AI","true","33472.94","3347.29","10","4","4","1.000","0.000","0.400","3500","1500","5000","2",""
"kesselyhong","Grok AI","true","19049.99","1905.00","10","4","4","1.000","0.000","0.400","3500","1500","5000","2",""
"khalilabdur-rashid","Traditional","true","11484.40","1435.55","8","1","1","1.000","0.000","0.400","1440","960","2400","16",""
"khalilabdur-rashid","Gemini AI","true","5972.01","746.50","8","4","4","1.000","0.000","0.400","2800","1200","4000","2",""
"khalilabdur-rashid","Claude AI","true","37102.71","4637.84","8","6","6","1.000","0.000","0.400","2800","1200","4000","2",""
"khalilabdur-rashid","ChatGPT AI","true","32010.23","4001.28","8","4","4","1.000","0.000","0.400","2800","1200","4000","2",""
"khalilabdur-rashid","Grok AI","true","19533.50","2441.69","8","8","8","1.000","0.000","0.400","2800","1200","4000","2",""
"lindabilmes","Traditional","true","63968.48","1390.62","46","20","","1.000","0.000","0.400","8280","5520","13800","92",""
"lindabilmes","Gemini AI","true","25379.51","","","","","0.000","0.000","0.000","","","","",""
"lindabilmes","Claude AI","false","300014.15","","","","","","","","","","","","Timeout"
"lindabilmes","ChatGPT AI","false","300010.24","","","","","","","","","","","","Timeout"
"lindabilmes","Grok AI","true","118361.02","2320.80","51","48","7","1.000","0.000","0.400","17850","7650","25500","11",""
"lotembassan","Traditional","true","22327.16","1594.80","14","6","5","1.000","0.000","0.400","2520","1680","4200","28",""
"lotembassan","Gemini AI","true","11484.64","499.33","23","5","5","1.000","0.000","0.400","8049.999999999999","3450","11500","5",""
"lotembassan","Claude AI","true","62927.99","2736.00","23","8","8","1.000","0.000","0.400","8049.999999999999","3450","11500","5",""
"lotembassan","ChatGPT AI","true","35771.03","1490.46","24","10","10","1.000","0.000","0.400","8400","3600","12000","5",""
"lotembassan","Grok AI","true","53547.96","2328.17","23","12","12","1.000","0.000","0.400","8049.999999999999","3450","11500","5",""
"Magda V. Yulanovski","Traditional","true","6350.10","1587.53","4","1","","1.000","0.000","0.400","720","480","1200","8",""
"Magda V. Yulanovski","Gemini AI","true","7111.87","547.07","13","10","4","1.000","0.000","0.400","4550","1950","6500","3",""
"Magda V. Yulanovski","Claude AI","true","31658.65","2435.28","13","","","1.000","0.000","0.400","4550","1950","6500","3",""
"Magda V. Yulanovski","ChatGPT AI","true","11905.03","1488.13","8","","","1.000","0.000","0.400","2800","1200","4000","2",""
"Magda V. Yulanovski","Grok AI","true","28086.13","2160.47","13","4","4","1.000","0.000","0.400","4550","1950","6500","3",""
"maryjobane","Traditional","true","8670.19","","","","","0.000","0.000","0.000","","","","",""
"maryjobane","Gemini AI","true","24017.40","369.50","65","65","65","1.000","0.000","0.400","22750","9750","32500","13",""
"maryjobane","Claude AI","true","133515.20","2301.99","58","46","46","1.000","0.000","0.400","20300","8700","29000","12",""
"maryjobane","ChatGPT AI","true","280270.46","4671.17","60","34","34","1.000","0.000","0.400","21000","9000","30000","12",""
"maryjobane","Grok AI","true","40069.78","1082.97","37","28","28","1.000","0.000","0.400","12950","5550","18500","8",""
"matthewbaum","Traditional","true","88347.09","1402.33","63","12","10","1.000","0.000","0.400","11340","7560","18900","126",""
"matthewbaum","Gemini AI","true","64204.02","539.53","119","92","92","1.000","0.000","0.400","41650","17850","59500","24",""
"matthewbaum","Claude AI","false","300003.44","","","","","","","","","","","","Timeout"
"matthewbaum","ChatGPT AI","false","300008.10","","","","","","","","","","","","Timeout"
"matthewbaum","Grok AI","true","107904.35","1212.41","89","64","64","1.000","0.000","0.400","31149.999999999996","13350","44500","18",""
"Meredith Gershowitz","Traditional","true","15426.19","1285.52","12","2","","1.000","0.000","0.400","2160","1440","3600","24",""
"Meredith Gershowitz","Gemini AI","true","7541.24","628.44","12","9","9","1.000","0.000","0.400","4200","1800","6000","3",""
"Meredith Gershowitz","Claude AI","true","18085.88","1507.16","12","","","1.000","0.000","0.400","4200","1800","6000","3",""
"Meredith Gershowitz","ChatGPT AI","true","19084.34","1590.36","12","","","1.000","0.000","0.400","4200","1800","6000","3",""
"Meredith Gershowitz","Grok AI","true","19066.77","1271.12","15","","","1.000","0.000","0.400","5250","2250","7500","3",""
"michelacarlana","Traditional","true","10404.78","2080.96","5","4","4","1.000","0.000","0.400","900","600","1500","10",""
"michelacarlana","Gemini AI","true","33730.58","455.82","74","65","65","1.000","0.000","0.400","25900","11100","37000","15",""
"michelacarlana","Claude AI","true","54958.42","2198.34","25","9","9","1.000","0.000","0.400","8750","3750","12500","5",""
"michelacarlana","ChatGPT AI","true","26224.61","1639.04","16","5","5","1.000","0.000","0.400","5600","2400","8000","4",""
"michelacarlana","Grok AI","true","45690.00","2855.62","16","15","15","1.000","0.000","0.400","5600","2400","8000","4",""
"music-cv","Traditional","true","6219.36","1554.84","4","","","1.000","0.000","0.400","720","480","1200","8",""
"music-cv","Gemini AI","true","914.26","","","","","0.000","0.000","0.000","","","","",""
"music-cv","Claude AI","true","12807.36","3201.84","4","","","1.000","0.000","0.400","1400","600","2000","1",""
"music-cv","ChatGPT AI","true","6218.70","888.39","7","","","1.000","0.000","0.400","2450","1050","3500","2",""
"music-cv","Grok AI","true","19730.38","4932.60","4","3","3","1.000","0.000","0.400","1400","600","2000","1",""
"nicholasburns","Traditional","true","1657.68","","","","","0.000","0.000","0.000","","","","",""
"nicholasburns","Gemini AI","true","476.95","","","","","0.000","0.000","0.000","","","","",""
"nicholasburns","Claude AI","true","8778.74","","","","","0.000","0.000","0.000","","","","",""
"nicholasburns","ChatGPT AI","true","1936.75","","","","","0.000","0.000","0.000","","","","",""
"nicholasburns","Grok AI","true","12546.08","","","","","0.000","0.000","0.000","","","","",""
"nursing-professor-resume-example","Traditional","true","4312.52","","","","","0.000","0.000","0.000","","","","",""
"nursing-professor-resume-example","Gemini AI","true","4257.53","","","","","0.000","0.000","0.000","","","","",""
"nursing-professor-resume-example","Claude AI","true","5772.57","","","","","0.000","0.000","0.000","","","","",""
"nursing-professor-resume-example","ChatGPT AI","true","4732.90","","","","","0.000","0.000","0.000","","","","",""
"nursing-professor-resume-example","Grok AI","true","15377.31","","","","","0.000","0.000","0.000","","","","",""
"PhD-academic-CV-2","Traditional","true","15260.66","1387.33","11","7","","1.000","0.000","0.400","1980","1320","3300","22",""
"PhD-academic-CV-2","Gemini AI","true","16229.23","491.79","33","15","11","1.000","0.000","0.400","11550","4950","16500","7",""
"PhD-academic-CV-2","Claude AI","true","33098.30","2546.02","13","5","2","1.000","0.000","0.400","4550","1950","6500","3",""
"PhD-academic-CV-2","ChatGPT AI","true","103011.65","8584.30","12","","","1.000","0.000","0.400","4200","1800","6000","3",""
"PhD-academic-CV-2","Grok AI","true","36995.58","1761.69","21","12","12","1.000","0.000","0.400","7349.999999999999","3150","10500","5",""
"PhD-academic-CV","Traditional","true","6627.23","1656.81","4","","","1.000","0.000","0.400","720","480","1200","8",""
"PhD-academic-CV","Gemini AI","true","4947.99","1237.00","4","2","2","1.000","0.000","0.400","1400","600","2000","1",""
"PhD-academic-CV","Claude AI","true","24539.47","6134.87","4","1","1","1.000","0.000","0.400","1400","600","2000","1",""
"PhD-academic-CV","ChatGPT AI","true","29412.68","7353.17","4","1","1","1.000","0.000","0.400","1400","600","2000","1",""
"PhD-academic-CV","Grok AI","true","20007.11","5001.78","4","4","4","1.000","0.000","0.400","1400","600","2000","1",""
"PhD-non-academic-roles","Traditional","true","1682.28","","","","","0.000","0.000","0.000","","","","",""
"PhD-non-academic-roles","Gemini AI","true","1515.73","","","","","0.000","0.000","0.000","","","","",""
"PhD-non-academic-roles","Claude AI","true","3896.39","","","","","0.000","0.000","0.000","","","","",""
"PhD-non-academic-roles","ChatGPT AI","true","5702.31","1900.77","3","","","1.000","0.000","0.400","1050","450","1500","1",""
"PhD-non-academic-roles","Grok AI","true","16917.78","5639.26","3","","","1.000","0.000","0.400","1050","450","1500","1",""
"Professor Brett Harris","Traditional","true","71329.57","1398.62","51","41","39","1.000","0.000","0.400","9180","6120","15300","102",""
"Professor Brett Harris","Gemini AI","true","34007.29","666.81","51","38","36","1.000","0.000","0.400","17850","7650","25500","11",""
"Professor Brett Harris","Claude AI","true","141717.03","2778.77","51","39","39","1.000","0.000","0.400","17850","7650","25500","11",""
"Professor Brett Harris","ChatGPT AI","true","146193.81","2866.55","51","27","27","1.000","0.000","0.400","17850","7650","25500","11",""
"Professor Brett Harris","Grok AI","true","104141.44","2041.99","51","49","44","1.000","0.000","0.400","17850","7650","25500","11",""
"professor_resume_example_template_influx","Traditional","true","4411.97","","","","","0.000","0.000","0.000","","","","",""
"professor_resume_example_template_influx","Gemini AI","true","4631.28","2315.64","2","","","1.000","0.000","0.400","700","300","1000","1",""
"professor_resume_example_template_influx","Claude AI","true","8068.60","4034.30","2","","","1.000","0.000","0.400","700","300","1000","1",""
"professor_resume_example_template_influx","ChatGPT AI","true","6902.24","6902.24","1","","","1.000","0.000","0.400","350","150","500","1",""
"professor_resume_example_template_influx","Grok AI","true","17760.81","","","","","0.000","0.000","0.000","","","","",""
"professor_resume_example_template_primo","Traditional","true","4501.17","","","","","0.000","0.000","0.000","","","","",""
"professor_resume_example_template_primo","Gemini AI","true","4618.57","4618.57","1","","","1.000","0.000","0.400","350","150","500","1",""
"professor_resume_example_template_primo","Claude AI","true","8182.20","8182.20","1","","","1.000","0.000","0.400","350","150","500","1",""
"professor_resume_example_template_primo","ChatGPT AI","true","5933.94","5933.94","1","","","1.000","0.000","0.400","350","150","500","1",""
"professor_resume_example_template_primo","Grok AI","true","17948.82","","","","","0.000","0.000","0.000","","","","",""
"qqwqwq","Traditional","true","5197.78","1732.59","3","1","1","1.000","0.000","0.400","540","360","900","6",""
"qqwqwq","Gemini AI","true","6813.50","757.06","9","1","1","1.000","0.000","0.400","3150","1350","4500","2",""
"qqwqwq","Claude AI","true","8122.14","2707.38","3","","","1.000","0.000","0.400","1050","450","1500","1",""
"qqwqwq","ChatGPT AI","true","5174.15","1724.72","3","","","1.000","0.000","0.400","1050","450","1500","1",""
"qqwqwq","Grok AI","true","10861.24","3620.41","3","1","1","1.000","0.000","0.400","1050","450","1500","1",""
"QueeLim_Chng_CV","Traditional","true","10767.28","1538.18","7","2","2","1.000","0.000","0.400","1260","840","2100","14",""
"QueeLim_Chng_CV","Gemini AI","true","5805.64","829.38","7","5","5","1.000","0.000","0.400","2450","1050","3500","2",""
